ArcID,Day,IsOpen,TrafficLimit,TrafficFlowed,TrafficSlack,Utilization,RiskScore
"northern sea lane",6,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",6,False,Infinity,0,Infinity,,0
"Yeongchon north",6,True,Infinity,0,Infinity,,0
"Yeongchon south",6,True,Infinity,0,Infinity,,0
"55-ab",7,True,Infinity,0,Infinity,,0
"55-bc",7,True,Infinity,565400,Infinity,,0
"55-cd",7,True,Infinity,565400,Infinity,,0
"55-de",7,True,Infinity,565400,Infinity,,0
"55-ef",7,True,Infinity,565400,Infinity,,0
"55fg",7,True,Infinity,565400,Infinity,,0
"55-gh",7,True,Infinity,565400,Infinity,,0
"55-hj",7,True,Infinity,565400,Infinity,,0
"55-jk",7,True,Infinity,565400,Infinity,,0
"55-kl",7,True,Infinity,253640,Infinity,,0
"55-lm",7,True,Infinity,0,Infinity,,0
"55 west of Daegu",7,True,Infinity,0,Infinity,,0
"55 east of Daegu",7,True,Infinity,0,Infinity,,0
"55-no",7,True,325000,0,325000,0,0
"55-op",7,True,Infinity,0,Infinity,,0
"55-pq",7,True,Infinity,0,Infinity,,0
"55-qr",7,True,Infinity,0,Infinity,,0
"55-rs",7,True,Infinity,0,Infinity,,0
"55-st",7,True,Infinity,0,Infinity,,0
"55-tu",7,True,Infinity,0,Infinity,,0
"55-uv",7,True,Infinity,0,Infinity,,0
"55 near Gimhae",7,True,Infinity,0,Infinity,,0
"10-a",7,True,Infinity,0,Infinity,,0
"10-b",7,True,Infinity,0,Infinity,,0
"10-c",7,True,Infinity,0,Infinity,,0
"Andong-55",7,True,Infinity,565400,Infinity,,0
"35 east of Andong",7,True,Infinity,408350.4,Infinity,,0
"35ab",7,True,Infinity,408350.4,Infinity,,0
"35bc",7,True,Infinity,408350.4,Infinity,,0
"35cd",7,True,Infinity,408350.4,Infinity,,0
"55-Gyeongbuk",7,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",7,True,Infinity,0,Infinity,,0
"20 west Pohang",7,True,Infinity,359456,Infinity,,0
"20-bc",7,True,Infinity,359456,Infinity,,0
"20-35",7,True,Infinity,359456,Infinity,,0
"20-daegu",7,True,Infinity,0,Infinity,,0
"Pohang north",7,True,Infinity,0,Infinity,,0
"Ulsan-1",7,True,Infinity,0,Infinity,,0
"55-1",7,True,Infinity,0,Infinity,,0
"1-ab",7,True,Infinity,0,Infinity,,0
"1-bc",7,True,Infinity,0,Infinity,,0
"1-cd",7,True,Infinity,0,Infinity,,0
"1-de",7,True,Infinity,0,Infinity,,0
"1-ef",7,True,Infinity,0,Infinity,,0
"Yangsan-55",7,True,Infinity,0,Infinity,,0
"Pohang Northwest",7,True,Infinity,0,Infinity,,0
"Busan-Yangsan",7,True,Infinity,0,Infinity,,0
"Ulsan-Busan",7,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",7,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",7,True,Infinity,0,Infinity,,0
"Sea base",7,True,Infinity,0,Infinity,,0
"sea base to sea lane",7,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",7,True,Infinity,0,Infinity,,0
"sea lane ab",7,True,Infinity,0,Infinity,,0
"sea lane bc",7,False,Infinity,0,Infinity,,0
"sea lane into Pohang",7,False,Infinity,0,Infinity,,0
"northern sea lane",7,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",7,False,Infinity,0,Infinity,,0
"Yeongchon north",7,True,Infinity,205182.2,Infinity,,0
"Yeongchon south",7,True,Infinity,0,Infinity,,0
"55-ab",8,True,Infinity,0,Infinity,,0
"55-bc",8,True,Infinity,565400,Infinity,,0
"55-cd",8,True,Infinity,565400,Infinity,,0
"55-de",8,True,Infinity,565400,Infinity,,0
"55-ef",8,True,Infinity,565400,Infinity,,0
"55fg",8,True,Infinity,565400,Infinity,,0
"55-gh",8,True,Infinity,565400,Infinity,,0
"55-hj",8,True,Infinity,565400,Infinity,,0
"55-jk",8,True,Infinity,565400,Infinity,,0
"55-kl",8,True,Infinity,565400,Infinity,,0
"55-lm",8,True,Infinity,253640,Infinity,,0
"55 west of Daegu",8,True,Infinity,0,Infinity,,0
"55 east of Daegu",8,True,Infinity,0,Infinity,,0
"55-no",8,True,325000,0,325000,0,0
"55-op",8,True,Infinity,0,Infinity,,0
"55-pq",8,True,Infinity,0,Infinity,,0
"55-qr",8,True,Infinity,0,Infinity,,0
"55-rs",8,True,Infinity,0,Infinity,,0
"55-st",8,True,Infinity,0,Infinity,,0
"55-tu",8,True,Infinity,0,Infinity,,0
"55-uv",8,True,Infinity,0,Infinity,,0
"55 near Gimhae",8,True,Infinity,0,Infinity,,0
"10-a",8,True,Infinity,0,Infinity,,0
"10-b",8,True,Infinity,0,Infinity,,0
"10-c",8,True,Infinity,0,Infinity,,0
"Andong-55",8,True,Infinity,565400,Infinity,,0
"35 east of Andong",8,True,Infinity,365030.4,Infinity,,0
"35ab",8,True,Infinity,365030.4,Infinity,,0
"35bc",8,True,Infinity,365030.4,Infinity,,0
"35cd",8,True,Infinity,365030.4,Infinity,,0
"55-Gyeongbuk",8,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",8,True,Infinity,0,Infinity,,0
"20 west Pohang",8,True,Infinity,297109.2,Infinity,,0
"20-bc",8,True,Infinity,297109.2,Infinity,,0
"20-35",8,True,Infinity,297109.2,Infinity,,0
"20-daegu",8,True,Infinity,0,Infinity,,0
"Pohang north",8,True,Infinity,0,Infinity,,0
"Ulsan-1",8,True,Infinity,0,Infinity,,0
"55-1",8,True,Infinity,0,Infinity,,0
"1-ab",8,True,Infinity,0,Infinity,,0
"1-bc",8,True,Infinity,0,Infinity,,0
"1-cd",8,True,Infinity,0,Infinity,,0
"1-de",8,True,Infinity,0,Infinity,,0
"1-ef",8,True,Infinity,0,Infinity,,0
"Yangsan-55",8,True,Infinity,0,Infinity,,0
"Pohang Northwest",8,True,Infinity,0,Infinity,,0
"Busan-Yangsan",8,True,Infinity,0,Infinity,,0
"Ulsan-Busan",8,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",8,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",8,True,Infinity,0,Infinity,,0
"Sea base",8,True,Infinity,0,Infinity,,0
"sea base to sea lane",8,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",8,True,Infinity,0,Infinity,,0
"sea lane ab",8,True,Infinity,0,Infinity,,0
"sea lane bc",8,False,Infinity,0,Infinity,,0
"sea lane into Pohang",8,False,Infinity,0,Infinity,,0
"northern sea lane",8,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",8,False,Infinity,0,Infinity,,0
"Yeongchon north",8,True,Infinity,455368,Infinity,,0
"Yeongchon south",8,True,Infinity,0,Infinity,,0
"55-ab",9,True,Infinity,0,Infinity,,0
"55-bc",9,True,Infinity,0,Infinity,,0
"55-cd",9,True,Infinity,0,Infinity,,0
"55-de",9,True,Infinity,0,Infinity,,0
"55-ef",9,True,Infinity,0,Infinity,,0
"55fg",9,True,Infinity,0,Infinity,,0
"55-gh",9,True,Infinity,0,Infinity,,0
"55-hj",9,True,Infinity,0,Infinity,,0
"55-jk",9,True,Infinity,0,Infinity,,0
"55-kl",9,True,Infinity,0,Infinity,,0
"55-lm",9,True,Infinity,0,Infinity,,0
"55 west of Daegu",9,True,Infinity,0,Infinity,,0
"55 east of Daegu",9,True,Infinity,647000,Infinity,,0
"55-no",9,True,325000,0,325000,0,0
"55-op",9,True,Infinity,0,Infinity,,0
"55-pq",9,True,Infinity,0,Infinity,,0
"55-qr",9,True,Infinity,0,Infinity,,0
"55-rs",9,True,Infinity,0,Infinity,,0
"55-st",9,True,Infinity,0,Infinity,,0
"55-tu",9,True,Infinity,0,Infinity,,0
"55-uv",9,True,Infinity,0,Infinity,,0
"55 near Gimhae",9,True,Infinity,0,Infinity,,0
"10-a",9,True,Infinity,0,Infinity,,0
"10-b",9,True,Infinity,0,Infinity,,0
"10-c",9,True,Infinity,0,Infinity,,0
"Andong-55",9,True,Infinity,0,Infinity,,0
"35 east of Andong",9,True,Infinity,915400,Infinity,,0
"35ab",9,True,Infinity,915400,Infinity,,0
"35bc",9,True,Infinity,915400,Infinity,,0
"35cd",9,True,Infinity,915400,Infinity,,0
"55-Gyeongbuk",9,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",9,True,Infinity,0,Infinity,,0
"20 west Pohang",9,True,Infinity,285570,Infinity,,0
"20-bc",9,True,Infinity,285570,Infinity,,0
"20-35",9,True,Infinity,285570,Infinity,,0
"20-daegu",9,True,Infinity,647000,Infinity,,0
"Pohang north",9,True,Infinity,0,Infinity,,0
"Ulsan-1",9,True,Infinity,0,Infinity,,0
"55-1",9,True,Infinity,0,Infinity,,0
"1-ab",9,True,Infinity,165225.6,Infinity,,0
"1-bc",9,True,Infinity,375789.76,Infinity,,0
"1-cd",9,True,Infinity,0,Infinity,,0
"1-de",9,True,Infinity,0,Infinity,,0
"1-ef",9,True,Infinity,0,Infinity,,0
"Yangsan-55",9,True,Infinity,0,Infinity,,0
"Pohang Northwest",9,True,Infinity,0,Infinity,,0
"Busan-Yangsan",9,True,Infinity,0,Infinity,,0
"Ulsan-Busan",9,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",9,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",9,True,Infinity,0,Infinity,,0
"Sea base",9,True,Infinity,0,Infinity,,0
"sea base to sea lane",9,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",9,True,Infinity,0,Infinity,,0
"sea lane ab",9,True,Infinity,0,Infinity,,0
"sea lane bc",9,False,Infinity,0,Infinity,,0
"sea lane into Pohang",9,False,Infinity,0,Infinity,,0
"northern sea lane",9,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",9,False,Infinity,0,Infinity,,0
"Yeongchon north",9,True,Infinity,719496,Infinity,,0
"Yeongchon south",9,True,Infinity,719496,Infinity,,0
"55-ab",10,True,Infinity,0,Infinity,,0
"55-bc",10,True,Infinity,0,Infinity,,0
"55-cd",10,True,Infinity,0,Infinity,,0
"55-de",10,True,Infinity,0,Infinity,,0
"55-ef",10,True,Infinity,0,Infinity,,0
"55fg",10,True,Infinity,0,Infinity,,0
"55-gh",10,True,Infinity,0,Infinity,,0
"55-hj",10,True,Infinity,0,Infinity,,0
"55-jk",10,True,Infinity,0,Infinity,,0
"55-kl",10,True,Infinity,0,Infinity,,0
"55-lm",10,True,Infinity,0,Infinity,,0
"55 west of Daegu",10,True,Infinity,0,Infinity,,0
"55 east of Daegu",10,True,Infinity,325000,Infinity,,0
"55-no",10,True,325000,325000,0,1,1
"55-op",10,True,Infinity,0,Infinity,,0
"55-pq",10,True,Infinity,0,Infinity,,0
"55-qr",10,True,Infinity,0,Infinity,,0
"55-rs",10,True,Infinity,0,Infinity,,0
"55-st",10,True,Infinity,0,Infinity,,0
"55-tu",10,True,Infinity,0,Infinity,,0
"55-uv",10,True,Infinity,0,Infinity,,0
"55 near Gimhae",10,True,Infinity,0,Infinity,,0
"10-a",10,True,Infinity,0,Infinity,,0
"10-b",10,True,Infinity,0,Infinity,,0
"10-c",10,True,Infinity,0,Infinity,,0
"Andong-55",10,True,Infinity,0,Infinity,,0
"35 east of Andong",10,True,Infinity,871255.797579262,Infinity,,0
"35ab",10,True,Infinity,871255.797579262,Infinity,,0
"35bc",10,True,Infinity,871255.797579262,Infinity,,0
"35cd",10,True,Infinity,871255.797579262,Infinity,,0
"55-Gyeongbuk",10,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",10,True,Infinity,0,Infinity,,0
"20 west Pohang",10,True,Infinity,285570,Infinity,,0
"20-bc",10,True,Infinity,285570,Infinity,,0
"20-35",10,True,Infinity,285570,Infinity,,0
"20-daegu",10,True,Infinity,325000,Infinity,,0
"Pohang north",10,True,Infinity,0,Infinity,,0
"Ulsan-1",10,True,Infinity,0,Infinity,,0
"55-1",10,True,Infinity,0,Infinity,,0
"1-ab",10,True,Infinity,0,Infinity,,0
"1-bc",10,True,Infinity,201567.290615344,Infinity,,0
"1-cd",10,True,Infinity,0,Infinity,,0
"1-de",10,True,Infinity,0,Infinity,,0
"1-ef",10,True,Infinity,0,Infinity,,0
"Yangsan-55",10,True,Infinity,0,Infinity,,0
"Pohang Northwest",10,True,Infinity,0,Infinity,,0
"Busan-Yangsan",10,True,Infinity,0,Infinity,,0
"Ulsan-Busan",10,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",10,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",10,True,Infinity,0,Infinity,,0
"Sea base",10,True,Infinity,0,Infinity,,0
"sea base to sea lane",10,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",10,True,Infinity,0,Infinity,,0
"sea lane ab",10,True,Infinity,0,Infinity,,0
"sea lane bc",10,False,Infinity,0,Infinity,,0
"sea lane into Pohang",10,False,Infinity,0,Infinity,,0
"northern sea lane",10,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",10,False,Infinity,0,Infinity,,0
"Yeongchon north",10,True,Infinity,366792.890615344,Infinity,,0
"Yeongchon south",10,True,Infinity,201567.290615344,Infinity,,0
"55-ab",11,True,Infinity,0,Infinity,,0
"55-bc",11,True,Infinity,0,Infinity,,0
"55-cd",11,True,Infinity,0,Infinity,,0
"55-de",11,True,Infinity,0,Infinity,,0
"55-ef",11,True,Infinity,0,Infinity,,0
"55fg",11,True,Infinity,0,Infinity,,0
"55-gh",11,True,Infinity,0,Infinity,,0
"55-hj",11,True,Infinity,0,Infinity,,0
"55-jk",11,True,Infinity,0,Infinity,,0
"55-kl",11,True,Infinity,0,Infinity,,0
"55-lm",11,True,Infinity,0,Infinity,,0
"55 west of Daegu",11,True,Infinity,0,Infinity,,0
"55 east of Daegu",11,True,Infinity,325000,Infinity,,0
"55-no",11,True,325000,325000,0,1,1
"55-op",11,True,Infinity,325000,Infinity,,0
"55-pq",11,True,Infinity,182240,Infinity,,0
"55-qr",11,True,Infinity,182240,Infinity,,0
"55-rs",11,True,Infinity,182240,Infinity,,0
"55-st",11,True,Infinity,182240,Infinity,,0
"55-tu",11,True,Infinity,182240,Infinity,,0
"55-uv",11,True,Infinity,182240,Infinity,,0
"55 near Gimhae",11,True,Infinity,0,Infinity,,0
"10-a",11,True,Infinity,0,Infinity,,0
"10-b",11,True,Infinity,0,Infinity,,0
"10-c",11,True,Infinity,0,Infinity,,0
"Andong-55",11,True,Infinity,0,Infinity,,0
"35 east of Andong",11,True,Infinity,815079.133026432,Infinity,,0
"35ab",11,True,Infinity,815079.133026432,Infinity,,0
"35bc",11,True,Infinity,815079.133026432,Infinity,,0
"35cd",11,True,Infinity,815079.133026432,Infinity,,0
"55-Gyeongbuk",11,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",11,True,Infinity,0,Infinity,,0
"20 west Pohang",11,True,Infinity,285570,Infinity,,0
"20-bc",11,True,Infinity,285570,Infinity,,0
"20-35",11,True,Infinity,285570,Infinity,,0
"20-daegu",11,True,Infinity,325000,Infinity,,0
"Pohang north",11,True,Infinity,0,Infinity,,0
"Ulsan-1",11,True,Infinity,0,Infinity,,0
"55-1",11,True,Infinity,0,Infinity,,0
"1-ab",11,True,Infinity,0,Infinity,,0
"1-bc",11,True,Infinity,473595.109384656,Infinity,,0
"1-cd",11,True,Infinity,473595.109384656,Infinity,,0
"1-de",11,True,Infinity,182240,Infinity,,0
"1-ef",11,True,Infinity,182240,Infinity,,0
"Yangsan-55",11,True,Infinity,182240,Infinity,,0
"Pohang Northwest",11,True,Infinity,0,Infinity,,0
"Busan-Yangsan",11,True,Infinity,0,Infinity,,0
"Ulsan-Busan",11,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",11,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",11,True,Infinity,0,Infinity,,0
"Sea base",11,True,Infinity,0,Infinity,,0
"sea base to sea lane",11,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",11,True,Infinity,0,Infinity,,0
"sea lane ab",11,True,Infinity,0,Infinity,,0
"sea lane bc",11,False,Infinity,0,Infinity,,0
"sea lane into Pohang",11,False,Infinity,0,Infinity,,0
"northern sea lane",11,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",11,False,Infinity,0,Infinity,,0
"Yeongchon north",11,True,Infinity,638820.709384656,Infinity,,0
"Yeongchon south",11,True,Infinity,473595.109384656,Infinity,,0
"55-ab",12,True,Infinity,0,Infinity,,0
"55-bc",12,True,Infinity,0,Infinity,,0
"55-cd",12,True,Infinity,0,Infinity,,0
"55-de",12,True,Infinity,0,Infinity,,0
"55-ef",12,True,Infinity,0,Infinity,,0
"55fg",12,True,Infinity,0,Infinity,,0
"55-gh",12,True,Infinity,0,Infinity,,0
"55-hj",12,True,Infinity,0,Infinity,,0
"55-jk",12,True,Infinity,0,Infinity,,0
"55-kl",12,True,Infinity,0,Infinity,,0
"55-lm",12,True,Infinity,0,Infinity,,0
"55 west of Daegu",12,True,Infinity,0,Infinity,,0
"55 east of Daegu",12,True,Infinity,325000,Infinity,,0
"55-no",12,True,325000,325000,0,1,1
"55-op",12,True,Infinity,325000,Infinity,,0
"55-pq",12,True,Infinity,325000,Infinity,,0
"55-qr",12,True,Infinity,263752,Infinity,,0
"55-rs",12,True,Infinity,198624,Infinity,,0
"55-st",12,True,Infinity,198624,Infinity,,0
"55-tu",12,True,Infinity,198624,Infinity,,0
"55-uv",12,True,Infinity,198624,Infinity,,0
"55 near Gimhae",12,True,Infinity,0,Infinity,,0
"10-a",12,True,Infinity,0,Infinity,,0
"10-b",12,True,Infinity,0,Infinity,,0
"10-c",12,True,Infinity,0,Infinity,,0
"Andong-55",12,True,Infinity,0,Infinity,,0
"35 east of Andong",12,True,Infinity,787345.587538154,Infinity,,0
"35ab",12,True,Infinity,787345.587538154,Infinity,,0
"35bc",12,True,Infinity,787345.587538154,Infinity,,0
"35cd",12,True,Infinity,787345.587538154,Infinity,,0
"55-Gyeongbuk",12,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",12,True,Infinity,0,Infinity,,0
"20 west Pohang",12,True,Infinity,285570,Infinity,,0
"20-bc",12,True,Infinity,285570,Infinity,,0
"20-35",12,True,Infinity,285570,Infinity,,0
"20-daegu",12,True,Infinity,325000,Infinity,,0
"Pohang north",12,True,Infinity,0,Infinity,,0
"Ulsan-1",12,True,Infinity,0,Infinity,,0
"55-1",12,True,Infinity,0,Infinity,,0
"1-ab",12,True,Infinity,0,Infinity,,0
"1-bc",12,True,Infinity,528133.6,Infinity,,0
"1-cd",12,True,Infinity,528133.6,Infinity,,0
"1-de",12,True,Infinity,198624,Infinity,,0
"1-ef",12,True,Infinity,198624,Infinity,,0
"Yangsan-55",12,True,Infinity,198624,Infinity,,0
"Pohang Northwest",12,True,Infinity,0,Infinity,,0
"Busan-Yangsan",12,True,Infinity,0,Infinity,,0
"Ulsan-Busan",12,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",12,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",12,True,Infinity,0,Infinity,,0
"Sea base",12,True,Infinity,0,Infinity,,0
"sea base to sea lane",12,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",12,True,Infinity,0,Infinity,,0
"sea lane ab",12,True,Infinity,0,Infinity,,0
"sea lane bc",12,False,Infinity,0,Infinity,,0
"sea lane into Pohang",12,False,Infinity,0,Infinity,,0
"northern sea lane",12,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",12,False,Infinity,0,Infinity,,0
"Yeongchon north",12,True,Infinity,693359.2,Infinity,,0
"Yeongchon south",12,True,Infinity,528133.6,Infinity,,0
"55-ab",13,True,Infinity,0,Infinity,,0
"55-bc",13,True,Infinity,0,Infinity,,0
"55-cd",13,True,Infinity,0,Infinity,,0
"55-de",13,True,Infinity,0,Infinity,,0
"55-ef",13,True,Infinity,0,Infinity,,0
"55fg",13,True,Infinity,0,Infinity,,0
"55-gh",13,True,Infinity,0,Infinity,,0
"55-hj",13,True,Infinity,0,Infinity,,0
"55-jk",13,True,Infinity,0,Infinity,,0
"55-kl",13,True,Infinity,0,Infinity,,0
"55-lm",13,True,Infinity,0,Infinity,,0
"55 west of Daegu",13,True,Infinity,0,Infinity,,0
"55 east of Daegu",13,True,Infinity,325000,Infinity,,0
"55-no",13,True,325000,325000,0,1,1
"55-op",13,True,Infinity,325000,Infinity,,0
"55-pq",13,True,Infinity,325000,Infinity,,0
"55-qr",13,True,Infinity,325000,Infinity,,0
"55-rs",13,True,Infinity,93024,Infinity,,0
"55-st",13,True,Infinity,93024,Infinity,,0
"55-tu",13,True,Infinity,93024,Infinity,,0
"55-uv",13,True,Infinity,93024,Infinity,,0
"55 near Gimhae",13,True,Infinity,0,Infinity,,0
"10-a",13,True,Infinity,0,Infinity,,0
"10-b",13,True,Infinity,0,Infinity,,0
"10-c",13,True,Infinity,0,Infinity,,0
"Andong-55",13,True,Infinity,0,Infinity,,0
"35 east of Andong",13,True,Infinity,843420.082181743,Infinity,,0
"35ab",13,True,Infinity,843420.082181743,Infinity,,0
"35bc",13,True,Infinity,843420.082181743,Infinity,,0
"35cd",13,True,Infinity,843420.082181743,Infinity,,0
"55-Gyeongbuk",13,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",13,True,Infinity,0,Infinity,,0
"20 west Pohang",13,True,Infinity,285570,Infinity,,0
"20-bc",13,True,Infinity,285570,Infinity,,0
"20-35",13,True,Infinity,285570,Infinity,,0
"20-daegu",13,True,Infinity,325000,Infinity,,0
